,Ene/2018,Feb/2018,Mar/2018,Abr/2018,May/2018,Jun/2018,Jul/2018,Ago/2018,Sep/2018,Oct/2018,Nov/2018,Dic/2018,Ene/2019,Feb/2019,Mar/2019,Abr/2019,May/2019,Jun/2019,Jul/2019,Ago/2019,Sep/2019,Oct/2019,Nov/2019,Dic/2019,Ene/2020,Feb/2020,Mar/2020,Abr/2020,May/2020,Jun/2020,Jul/2020,Ago/2020,Sep/2020,Oct/2020,Nov/2020,Dic/2020,Ene/2021,Feb/2021,Mar/2021,Abr/2021,May/2021,Jun/2021,Jul/2021,Ago/2021,Sep/2021,Oct/2021,Nov/2021,Dic/2021,Ene/2022,Feb/2022,Mar/2022,Abr/2022,May/2022,Jun/2022,Jul/2022,Ago/2022,Sep/2022,Oct/2022,Nov/2022,Dic/2022,Ene/2023,Feb/2023,Mar/2023,Abr/2023,May/2023,Jun/2023,Jul/2023,Ago/2023,Sep/2023,Oct/2023,Nov/2023,Dic/2023,Ene/2024,Feb/2024,Mar/2024,Abr/2024,May/2024,Jun/2024,Jul/2024,Ago/2024,Sep/2024,Oct/2024,Nov/2024,Dic/2024,Ene/2025,Feb/2025,Mar/2025,Abr/2025,May/2025,Jun/2025,Jul/2025
Valor Pemex Premium,6995.28128763,6128.56989004,6909.78463579,6580.73599714,7827.13071308,7668.14028823,7225.10264402,7344.6469125,6742.10616031,7270.82764996,6581.9505013,6562.78390774,4970.84616051,5463.0006437,7045.97518401,7064.52217147,6980.71132077,6282.60239303,6743.7291981,6442.78562107,6068.08386535,6163.01117742,5801.04339216,6511.68405664,6091.39638236,5798.51957143,4926.64590232,2253.53300059,3529.08657764,5611.46055645,7074.26531332,7421.90249648,7317.54165657,7665.02015753,6825.50808024,8143.17438618,7544.31930907,7436.52203569,8492.65945302,7162.71250297,7451.24411328,7419.93710874,7783.00323725,7124.21982127,6827.31654805,7765.33667061,8242.20235172,8508.62232673,7523.75344705,7927.91446188,10725.08898683,10632.42359597,11173.80813737,11031.61681133,10971.23421631,10585.48257195,9244.42385299,9998.57476684001,9099.47042437,8009.25258236,8548.33262281,7543.01128648,8450.64136062,8233.93946759,7954.83282716,8008.70157217,8118.12992681,9370.66760869001,8963.42547139,8197.62682687,7414.11800258,7905.75992978,7839.55935251,8128.16326456,9080.15850701,9029.62487359,9270.15866857,9066.56188318,9768.50354966,9833.59862477,8737.18051563,9612.60530945,9635.60990836,10254.26384021,10003.32746782,9197.14964148,9947.66061611,10190.58379524,10230.3216813,9467.17754591,N/D
Valor Turbosina,4646.96540685,3756.71257951,4432.98150878,4436.72747581,4803.65680804,4921.5945642,5158.9531349,5031.38171503,4587.94263375,4949.87169902,5343.08918395,4724.03915337,4574.69539252,4077.46234101,5118.38100155,4808.39405946,4988.2692112,4514.82697429,5153.99986933,4690.39983185,4128.21712677,4163.30466967,4356.37392037,5142.0457432,4713.32958398,3698.12305935,2701.29352702,152.16433925,157.12866681,557.69063174,1240.43581181,1140.91120962,1155.00586597,1177.75417095,1420.87531641,2041.80209604,2056.0033306,1777.07024698,2472.38665684,2648.13539148,3050.35301894,3182.45203103,3877.9995661,3709.51401349,3230.44103414,4524.41077263,5314.41784951,5635.24857853,5791.04637979,5616.13438308,7956.89975864,9040.26672943,9532.36183083,9471.1426036,9340.04392298,8481.95781246,7501.03960773,8288.34732216,8188.61283576,7777.34497675,8774.20993603,6739.56718355,6864.71719607,5737.47888356,4861.24813515,4820.6260427,5404.19143086,6352.06127863,5855.00801346,6198.94134315,6358.70845564,6109.20513862,6296.01271465,6056.8541282,6100.21805752,5756.83528587,5408.09185503,5408.08277323,6023.80246852,5564.57636585,4924.87901349,5050.80802739,5714.99875073,6270.49524404,6830.35329475,5924.30925475,6354.11178968,6070.00295682,5231.05355653,4994.5220025,N/D
Valor Diesel,18583.44595598,16800.80355812,18685.23289762,18267.96860185,22139.50041609,21863.80796103,20285.04221468,20447.59094013,19284.15808587,21085.30287669,20269.65558266,16466.95115585,14934.35171799,15800.77163289,18233.95151473,17706.31742957,18929.89369384,16237.22585448,16715.328953,16188.14351623,15227.91587213,15617.36785444,14686.63965619,14787.73849981,14110.24079514,11820.17727762,10900.3991791,7070.98047597,7083.37473913,8488.54555305,9399.26457142,8651.59694093,7594.13432348,8426.05427669,8056.41841502,9014.73563082,8171.5827289,8782.35785473,13083.34467183,11109.7913104,11912.33777113,11815.78840631,11547.21996222,11113.11202057,10730.89130987,13619.56176028,14700.1825952,13820.18597381,13512.91215366,15685.7501909,25162.7700782,26641.55903081,29171.96888863,29135.26835572,29440.11458698,28028.3390135,26699.33249383,28037.94550402,26695.38773183,23060.89017571,23428.28032735,18670.91067727,19641.22784484,16360.72802218,15532.62448241,16235.0321803,17429.14561292,22028.74528109,21521.56646877,21489.28567637,17947.1439949,15746.92312122,15063.74117159,16739.97101131,17823.0137242,18753.8060173,18520.6826976,19155.52562695,19762.78340543,19142.18698548,16334.58252119,16707.70209424,16033.7209445,14705.30789282,15998.66972288,15738.66437561,15863.71857398,17293.80148258,16662.85411188,15708.13433213,N/D
Valor Combustoleo,2433.59379832,3021.34798666,3323.28384747,2663.75747469,4710.63702442,4246.49293506,6016.93358328,4562.00558625,4833.4985379,3326.93943431,2714.52539777,1925.88150523,1596.24357488,2160.33829461,3344.92966635,3124.04520179,3540.27512163,3165.30475235,3542.87077684,2737.06675621,2213.39721859,1720.22451456,763.61600929,881.48053808,664.90595105,824.35388215,1349.92104902,593.79929046,775.49889294,1033.69459228,1012.86823591,588.75707737,600.28436238,649.59861924,358.73201781,687.12472509,932.62171088,860.17907121,1939.68307584,1401.8872864,2277.51824402,2500.88757,2079.62161342,2079.72331573,1458.75898925,1511.34834976,870.17513962,1435.76173048,1285.83571676,1131.7463553,1336.99907538,2253.35991808,2043.43856042,2568.9234138,2755.26478653,1533.53066824,1412.22177441,1831.76945052,1741.21818364,1313.43642834,1447.27155443,1315.87793206,1228.97083836,1326.81941513,2054.11015404,1655.40851055,1520.67455898,2738.97917811,2362.28322621,2578.92599274,2331.35629333,1857.46798028,1148.20034248,977.08137349,1871.11105782,1028.67895441,2349.81509094,2679.63156716,3959.61919649,2323.87645416,1800.98405987,1005.57706175,1707.51299921,756.98594482,1144.87500291,1161.55115803,1296.49319934,2174.77832676,1582.23774851,3139.09025864,N/D
Valor Otros (4),621.46367045,668.55649379,735.2971761178,702.88420908,807.55390683,758.13434133,838.65556044,910.41463861,935.60696768,961.36541132,769.21419132,802.87587171,277.17661002,352.7589186,632.75089519,768.27100394,701.02949488,806.85625638,1018.6630526,887.96129318,749.17183392,639.77423858,645.05024116844,685.22373896,606.94297112,523.50070749,545.14020952,352.17850689,428.20741918,499.578521932362,536.36844508,495.3297719,421.5014351,560.35157485,413.21817709,391.25403843,463.31730215,521.48707669,673.40222254,554.54652282,586.25248535,618.92749243,737.89840891,532.47116432,465.14092128,609.18302557,680.11093854,853.65046523,599.47592489,601.45069007,957.59492345,966.64848235,1022.72101312,897.52622128,1155.87739936,964.33348241,736.56707747,918.39545429,912.44226159,838.38996482,908.26670569,790.60058684,964.32360992,832.16490875,920.83719236,804.64506581,830.36741998,816.36898946,833.97742974,735.09652641,880.09531273,800.85970363,824.9547921,841.65030456,897.15078293,906.11288331,901.60056478378,747.73937982,907.93305489,935.57607992,812.22722028,804.91288242,765.37763745,693.06467324,755.14926096,618.50551917,938.22746349,950.02374664,788.87500789,939.22926952,N/D
Valor Gas natural,6321.60467503201,5337.59295348401,5077.138213608,4944.6944933,5256.25043988,5767.923566166,5105.77208839801,4192.866661892,4056.770864837,5171.861248517,5127.727950952,5995.22863657595,4992.85269248,3719.55745836,3728.0540528,3471.35791579,3836.30443401,3450.51614124999,3212.77727774,3116.90763619,3274.64991207,3152.30138316,3057.80258951,2722.44590397,2584.75033067,2259.74332426,2313.74778216,2386.48847207,2453.22973241,2375.28130482,2597.20292001,3160.57094799,2930.72103014,2927.30595527,3042.29056213,2822.94793986,2819.07237637,17601.24658937,3149.17108224,2882.52535166,3114.5719122,3364.41035027,3741.4893042,3829.94058401,4213.55448807,4805.20227458001,4426.19124311999,4240.88161378,4107.4485655,3965.23017193,4164.61661706,4900.06455716,6680.10922706001,6434.61028696,5770.42215965,7019.1171819,6034.23460478,4406.6101726,3680.73334447,3967.40451385,2946.97829993,1915.60371211,2083.99176239,1808.57546955,2034.49161381,2274.31239847,2615.24408432,2574.78577489,2539.73981955,2576.6241728,2580.26424968,2268.4332500224,2741.37441222,2047.61727466,1840.58869097,1654.51712724,2103.02588647,2478.31979965,2484.82095351,2336.95862697,2475.57229328,2617.78006493,2290.8523309,3344.3417803768,3694.16050106,3267.37042106467,3642.6584228205,3308.93943032,3244.99368363,3047.77418100916,N/D
Valor Complejos Petroquimicos (5),1849.80920108,1707.20583751,1806.83476219,1823.68476785,1880.63867927,1625.29194149,1992.74898039,1731.8868488,1604.31860627,1626.83633551,1888.29355009,1761.0775006,1736.7341022,1634.84309084,1603.41091235,1362.56492958,1381.66263334,1400.9697947,1127.76848273,1204.97669895,913.52604197,953.7483728,1083.99916221,987.85255637,1036.36430011,966.17322233,1116.47468906,822.9154456,600.33058828,503.40732584,752.04923102,734.87459656,631.0846608,942.99558232,900.85713751,972.44263964,927.43080722,1250.61116414,1302.0717309,1110.05162715,685.46725142,671.12474283,956.00369392,1265.6728537,1203.58987686,1233.84292602,1842.27135429,1672.42782645,1365.98107413,1440.39870482,1595.85434767,1464.64890621,726.55079182,870.10125272,1350.42195556,1526.64398577,1340.86311758,1380.69803756,1545.90077363,1120.20949816,1726.11369345,1179.50662847,991.45170772,576.9723503,461.4290597,383.93811934,451.84816064,432.72299514,479.78380541,857.51669418,1069.04611116,876.98628943,813.36554246,760.47511143,641.3552561,438.74969934,424.93569446,370.38924863,394.81950081,418.79590249,620.26031857,520.53411856,414.38856675,625.96308233,712.76844753,654.75251373,646.15989113,514.82258557,495.52223314,439.74293405,N/D
Valor Sistema Nacional de Refinacion,339.66177123,311.35260507,329.32304215,270.15370058,357.17122275,360.44684023,366.70070403,300.42372147,257.22839576,305.33610382,373.71689774,236.51362526,241.02806935,241.10411651,213.37255629,143.91581465,290.44165232,216.3090079,244.1306126,219.23465467,176.87513147,177.04863908,111.80248483,147.13681894,164.67079599,145.99017618,142.59098879,75.2443441,82.71724049,120.91437245,122.12092775,48.30024664,105.86309971,151.2222546,113.18096479,159.41238946,249.05253804,201.61399916,308.55609217,341.30713361,273.28426413,335.00305382,370.48819796,312.57017334,347.02615914,370.65660133,281.64111957,301.38547986,346.43162249,371.40423958,387.34158789,417.24706809,433.69128801,346.54047682,319.35862294,237.07479602,171.59406485,292.28885431,237.34445615,178.97693966,139.58413622,191.37168965,207.39845645,133.21482155,167.12255986,110.01216137,92.13911553,59.26778155,60.62528722,126.03440546,158.35072951,126.53060331,166.50381438,188.15348402,226.03804923,230.48348973,145.54198149,142.09190892,188.17180851,235.81292111,241.38216545,148.64838906,180.93823658,228.71828347,235.446959258622,249.771452357242,285.563211844827,213.697650887931,265.890575146553,249.589170568967,N/D
Valor Complejos Procesadores de Gas (6),171.35465987,167.723098056773,181.81291469,174.88955,195.15155947313,195.7778236822,175.17771415,206.83076691997,192.0205678561,178.71653584158,177.28810207,174.06480030542,171.5870046666,141.616883323138,164.4676393564,180.88204806,176.40417909,160.37397495,179.551668654281,173.471323789831,158.937971024673,144.853957172944,132.922927286542,152.814943324512,162.2636462016,135.5955385964,146.5633246452,96.563807594,81.0278901236,93.357474236,115.4120793116,138.1417256536,140.033471758,137.0948971416,116.9523508192,116.4875079152,133.9439119832,143.47240023,162.7544158006,157.99800486536,154.1865087321,178.9695071735,235.9749313121,247.1729911654,262.486441678438,316.700146321776,290.538771986195,206.753946119534,290.665953618553,301.500340479341,354.001619466592,412.39778282628,339.161382943317,318.6880697337,293.2449291726,260.3828731861,257.5638779548,218.396375571349,194.597748513211,148.307271057846,108.261410967766,96.747246347548,139.888883321,167.07064074663,124.3865405627,127.354825646,133.429189020759,140.42197905994,146.385868047675,181.8602250737,156.276529954071,142.047947457845,169.922210049702,153.6188621982,169.30046488246,202.458997722925,234.090549884354,153.931820327932,202.37197901786,204.503840837389,177.940327883177,165.273048087624,219.9849545264,160.632941122356,180.47885173546,214.914457454,220.776962574,186.52121894735,229.781769222884,226.668732240154,N/D
Volumen Exportacion neta de hidrocarburos liquidos,281.131560768326,553.289601627668,325.194693490696,472.149791404712,503.174542865168,305.5613102637,213.712330230651,329.534175267309,399.127088207488,136.197991587498,200.647033460442,239.34543528431,311.858660182777,611.796619078435,362.58861729337,205.611180822427,488.835086142978,229.139909646147,408.556657488674,412.758549333384,340.418866549393,276.405112884971,437.87121032054,405.378710377902,587.144382049086,337.51680258473,434.168146746476,855.241772644375,843.402070978512,924.289875347653,693.006118477963,765.624470293475,666.781110080959,508.222953070655,618.070928686056,742.910284950367,598.476810246517,715.281545568011,687.277251523849,514.241986150926,555.198217613671,617.057531876411,691.864463867886,711.039790699248,666.490306690513,663.840177428724,625.539597812668,507.14589946458,421.198247548678,630.236839789306,465.748886583146,492.953111025486,335.453539172017,327.032138787361,290.436809911085,316.630414601588,476.649774838916,372.36512214381,419.616998984415,387.295625867946,501.800425806682,444.529648614059,504.746135109185,507.347289794046,636.439393464047,725.625500603429,530.214716278275,457.846785651542,497.932598617852,390.744532402324,293.741318705691,361.652176153672,575.294713197673,519.250721207028,391.012885350452,307.608271071795,383.193097169136,172.895875503455,281.230463693147,212.572665932668,215.991051767567,389.297046934063,435.19775351604,269.055899559051,141.890313767298,346.474939225863,318.724617864573,276.953442572756,233.78024171687,135.236656393981,0
Volumen Exportacion de petroleo crudo,1106.42441935484,1451.36560714286,1176.23483870968,1265.46586666667,1221.52009677419,1109.79303333333,1155.84777419355,1180.97838709677,1205.85413333333,1026.55696774194,1134.593,1198.19567741935,1071.45825806452,1475.28585714286,1150.29225806452,1023.42276666667,1204.71883870968,995.031333333334,1078.7944516129,1081.36732258065,994.605933333333,962.953129032258,1114.39536666667,1114.45532258065,1260.45625806452,1093.23368965517,1144.04980645161,1178.4496,1061.6885483871,1114.0334,1050.47964516129,1190.28374193548,1023.2074,907.789612903226,1171.1916,1242.22593548387,978.766548387097,1005.84007142857,924.724032258065,923.254866666667,1030.64474193548,1105.97983333333,1172.19983870968,1097.57922580645,982.431533333333,935.137774193548,1024.5552,1036.21248387097,832.097322580645,925.310964285714,904.688935483871,1023.62536666667,964.44935483871,1029.1478,1061.42516129032,914.540548387097,1021.44786666667,970.72464516129,893.884533333333,899.48470967742,979.724709677419,948.913,971.12464516129,989.176933333333,1086.83380645161,1203.05286666667,1051.61580645161,1076.27593548387,1119.21056666667,1052.90464516129,882.539666666667,1026.21593548387,950.006580645161,940.187482758621,686.516193548387,681.4147,910.790548387097,753.538666666667,778.988709677419,730.941290322581,656.254933333333,830.930483870968,950.718833333334,807.333129032258,532.275451612903,709.793357142857,751.094741935484,647.753166666667,673.634290322581,458.102666666667,N/D
Volumen Exportaciones Petroliferos y gas licuado,115.118667354839,121.91635775,180.802655516129,165.423381633333,205.674201419355,128.4282912,103.121068548387,106.334164483871,115.712792733333,115.910324709677,130.017023,104.529721935484,112.559648677419,104.090334214286,96.738253483871,110.6441751,117.259707387097,103.5407689,99.8869374193549,108.010633096774,111.436007366667,126.102401548387,167.7926849,138.259724548387,150.124002709677,80.4075873448276,96.6202249032258,140.277811533333,168.019448290323,160.4402783,151.116617064516,162.889211645161,183.911138366667,149.199895774194,91.1910377333334,133.628680516129,140.872944741935,154.648508464286,183.582780225806,174.2026952,131.936189387097,135.900033066667,155.958716064516,148.584557258065,206.7397415,234.321258677419,172.7067439,175.856553225806,182.832875774194,218.056682535714,225.273441225807,191.3670622,175.774760516129,157.4945787,184.45262383871,224.088102967742,196.649940866667,219.276571387097,221.8757101,198.182977741935,219.173360322581,222.072466785714,255.109240967742,214.939376,221.141319677419,203.153143666667,155.928478387097,180.476726129032,167.275752,143.72184516129,143.624043,176.857831612903,267.630684032258,277.624144551724,291.371981064516,277.787463,211.491022322581,182.858126066667,223.097474483871,218.939341032258,236.837004354667,185.385278433548,164.861741529333,162.511102646452,166.385065287742,231.282098964286,206.261410873548,232.605530424,182.107427254194,152.181223357333,N/D
Volumen Importaciones Petroliferos y gas licuado,940.411525941351,1019.99236326519,1031.84280073511,958.739456895288,924.019755328381,932.660014269634,1045.25651251128,957.778376313336,922.439837859179,1006.26930086411,1063.96298953956,1063.37996407053,872.159246559159,967.579572278709,884.441894255017,928.45576094424,833.143459953796,869.432192587186,770.124731543584,776.619406344036,765.623074150607,812.650417695674,844.316841246127,847.33633675113,823.435878725107,836.12447441527,806.501884608363,463.485638888959,386.305925698908,350.183802952347,508.590143747844,587.548483287171,540.337428285708,548.766555606764,644.311709047278,632.944331049633,521.162682882515,445.207034324846,421.029560960022,583.215575715741,607.382713708909,624.82233452359,636.294090906308,535.123992365269,522.68096814282,505.618855442243,571.722346087332,704.923137632194,593.731950806161,513.130807032123,664.213490126531,722.039317841181,804.770576182822,859.610239912639,955.440975217947,821.99823675325,741.448032694417,817.636094404577,696.143244448919,710.372061551409,697.097644193318,726.455818171655,721.487751019847,696.769019539287,671.535732664986,680.580509729904,677.329568560434,798.905875961362,788.553720048815,805.881957920257,732.422390960976,841.421590943102,642.342551479747,698.560906103317,586.875289262452,651.593891928205,739.088473540541,763.500917229879,720.855720468143,737.307965422171,677.100885920433,627.018715370453,680.382821346626,700.788332119658,556.770203133347,594.60051688128,638.63153494446,603.405254517911,621.961475859904,475.047233630019,0
Volumen Exportacion neta de gas natural (MMpcd),-1654.74663400058,-1548.1568859993,-1471.11492199976,-1514.91749000059,-1513.08263200061,-1456.17683199977,-1266.85333500041,-1099.40387700051,-1063.68675299961,-1261.69673800047,-1022.68242200015,-925.560563000228,-1067.36226800047,-1058.91485500019,-1063.22839199973,-985.08246700036,-1025.51210699995,-1051.79465000029,-964.556982000436,-926.23875800027,-905.789144000124,-900.897331000245,-848.631554000399,-792.967008000329,-896.542029000054,-849.258017999671,-847.737487999608,-771.62491999971,-695.672158000234,-819.824369000379,-925.596116000215,-914.171280999713,-861.791747000414,-912.02126499994,-878.972686999748,-849.400031000316,-946.666488999804,-913.647676999699,-1002.58919499949,-934.527345999923,-928.994331000417,-990.44796100049,-977.854118000486,-964.503539000334,-795.111489000312,-872.07441299971,-805.543366000278,-711.685688000113,-672.699499000281,-602.249444999713,-619.152177000158,-643.324206999792,-710.304290000016,-588.974142999906,-416.905041999895,-508.389571000228,-438.000550999957,-506.179455000213,-391.263042000062,-283.711932999871,-283.880049999935,-275.693897000016,-356.192703000166,-292.420712000108,-388.265831999829,-539.368997000125,-497.834482000159,-514.102410999989,-588.767054999747,-575.261133999941,-601.682523999747,-626.286407999981,-737.732790000378,-701.536759000095,-627.685342999991,-686.636926000165,-669.992828000266,-730.344788999888,-849.487974000204,-893.441528000003,-832.121779999769,-687.307923000076,-693.251489000148,-732.531224000024,-783.683746000271,-856.719417999762,-789.675508999718,-836.774531000007,-1008.51459399949,-1044.44495100038,N/D
Volumen Exportaciones Petroquimicos,0.04398,3.275769,3.347936,0,9.410698,3.404126,6.182629,11.441039,4.142778,3.335951,6.731492,6.439445,8.097828,8.395264,3.307927,6.395597,6.699287,7.745014,8.348951,4.698765,10.121407,4.948296,3.149597,N/D,9.958075,4.629315,7.878593,N/D,N/D,3.149872,N/D,5.566094,N/D,2.799833,N/D,3.785545,N/D,3.144056,5.03201,N/D,32.843159,21.5488,2.161745,N/D,N/D,9.010513,18.055699,15.630919,N/D,3.877904,7.65732,N/D,N/D,N/D,N/D,N/D,4.305307,2.471664,N/D,N/D,N/D,N/D,N/D,N/D,N/D,4.137463,3.399532,N/D,N/D,N/D,N/D,N/D,3.448291,4.284457,N/D,N/D,N/D,3.025831,N/D,N/D,N/D,4.093505,3.007585,N/D,N/D,N/D,3.981889,2.49831,N/D,N/D,N/D
Volumen Importaciones Petroquimicos,46.149471,85.014126647,86.44291,58.932617657,39.187255,69.189146094,81.177742,56.494519,70.341797233,71.55234,96.872308,70.45088195,96.944911,152.827938,96.866322,81.810341,66.920282,69.758885,77.982594,52.721682,15.663399,49.336804,70.016701,50.428928,70.565539,45.49195,41.763995,23.685768,30.132625,7.681478,35.66508,39.640627,12.697397,28.064159,26.509844,24.06525,33.639147,42.368164,46.861282,13.747947,10.000181,16.810743,15.959192,17.641179,28.483568,27.823086,38.44749,57.441188,35.427068,41.876967,34.919941,17.864143,15.503614,18.813924,19.552112,22.112231,44.317122,25.45363,48.548007,49.478698,59.53519,36.652317,40.095453,19.962457,22.936086,25.342031,24.884308,38.077793,43.586965,36.079738,44.970911,60.588955,44.492569,35.058465,13.852665,9.21393999999998,0,8.86753099999999,0.961755000000011,5.041967,6.806005,11.218796,8.14303200000001,1.996222,7.08476300000001,14.501638,12.17578,0,7.53537700000001,7.13522500000001,N/D
Volumen Maquila,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Valor Exportacion neta,-388.124735564616,-96.51234702603,-355.000753951011,-50.8758694596231,15.1352245350406,-370.488498438405,-523.237365622535,-234.464289887981,69.2084551989655,-582.856385884476,-529.145966540172,-376.663443297094,-9.38217336033589,521.059194773179,16.9693102712332,-342.282368913626,99.961857381762,-365.791099339412,87.4793259470481,-157.231768689172,49.31451321453,-327.088212965435,-149.781889349092,-45.2252584492172,96.101236364755,-480.698890194234,-512.61274941218,30.5967672729839,338.904865147884,733.437089073336,461.3347665865,572.498909358323,407.64918252947,249.645003444965,471.683957549072,835.691801427498,689.020234091891,82.6509634552591,885.70799418044,534.878360280623,687.272133570905,799.114082414174,907.930026011648,948.35384343586,907.36048034187,919.960036750927,749.886155624253,506.81787587774,540.621543870894,1101.54769278985,847.642191898856,427.231944866627,-310.939230075544,-660.797912389914,-1134.53177614371,-844.769453327672,-291.923807767648,-673.932606177951,-365.22037780188,-404.882883672455,-133.389764982985,-378.107201019339,-238.592481936631,-4.36237796612286,166.409213403067,457.693345116268,363.704052063667,-80.7694434482829,-50.2760524859676,-172.791917198054,-321.322239662331,-255.657276399863,373.333542518791,172.768142295867,131.989340266712,-43.2377997884162,107.08616610179,-350.448881814956,-180.153015097764,-299.862993420105,-199.622570656094,289.906976697155,370.555552886583,62.085569226731,-216.978932789923,118.01638532714,43.5567080052021,-43.2738338447288,-153.789881581763,-140.864872575257,N/D
Valor Exportacion de petroleo crudo,1979.40438659,2299.67776892,2089.87903231,2239.45827095,2375.48920509,2150.2987781,2377.04147997,2348.92466366,2469.3932304,2268.7037097,2021.30486421,1920.70840349,1785.81086257,2347.01383321,2103.09587334,1899.38392723,2252.48936061,1696.89825319,1932.45606541,1659.63297461,1644.12499853,1510.51283251,1706.112554,1823.83099627,1904.72654417,1276.19196267,1009.94614054,604.58082651,746.05044532,1130.01036086,1190.85087045,1442.60268199,1175.34413448,1095.66148568,1452.61913628,1826.43270682,1589.29160684,1614.94150159,1720.33649449,1700.35638272,2055.65015742,2220.67665586,2487.74169112,2306.07511974,2029.44307204,2091.74102404,2309.86714941,2322.22096858,2022.81283846,2272.99358809,2814.63724059,3139.5871372,3116.71187165,3271.28091657,3105.67724722,2445.80743004,2501.2687356,2351.34202604,2060.66901337,1944.70711178,2047.65302562,1780.42896607,1911.84544631,1993.77980907,2191.19697616,2366.36975719,2356.93720688,2559.2997586,2746.47310307,2629.90781909,1967.35279609,2202.90057499,2089.47595696,2002.23017485,1570.07236107,1551.62202968,2103.60039096,1635.39395838,1723.20942748,1601.16936652,1291.48484836,1683.89351709,1851.9686472,1621.9854479,1092.48927566,1307.60731325,1458.29202818,1188.3624132,1196.86266404,853.71004802,N/D
Valor Exportaciones Petroliferos y Gas Licuado,189.596896250079,173.511661305567,291.06232853818,273.010758649209,387.458770178738,220.560812186356,197.887442238516,199.247343414876,218.619235383955,225.563217425824,213.963333443272,145.139681677136,171.656669236724,161.732779679579,170.400427811593,191.750534357184,202.985865273773,153.044113944986,157.310638351198,142.135607321868,154.64888139792,170.253727938145,176.024908293278,175.010768504963,186.696496612468,69.363112678006,43.482869157422,42.145674269613,93.381855194639,133.6971431548,145.891988388139,174.778171300154,171.76295281313,149.30830711214,97.68175537027,168.06224455402,191.29813298311,215.81820191334,277.947030416926,269.18403472795,217.64337899536,229.40266404921,273.95074439332,264.98550816879,398.5940016202,488.30269360885,306.2290170397,338.92165462607,414.34204397011,497.621384290113,622.52136062152,500.741941807662,487.02344764951,405.57890089197,450.48911695271,471.10798555235,312.989456804985,350.590250939556,346.466756512735,295.055010166091,340.96967026536,326.98013925415,417.1228430881,350.84614169864,352.65160099809,348.6053054755,313.95914681324,402.09690386515,362.12241067119,294.36847247,265.65059873551,338.21770505,488.777822783672,473.819981743804,574.3862840537,546.29046050451,413.15537802,356.7942135,434.86648038,393.66048041,395.39024302,350.38895009,283.86594046,294.11846851,311.11348159,381.843428264635,365.83108294,373.20384375,306.78370303,247.74786745,N/D
Valor Importaciones Petroliferos y Gas Licuado,2287.0894333857,2311.61876903223,2471.01859022988,2370.48545908427,2542.86324017871,2512.61544980316,2855.65815994298,2620.20965424321,2457.923210091,2845.7965624055,2630.81879296445,2296.33701395129,1738.3366813157,1840.00291877171,2101.48239688907,2291.05584401604,2200.90921878389,2073.74002483825,1870.66428935119,1842.74473988171,1643.63054309102,1881.0307574835,1898.79226296087,1937.93820817668,1878.71016644471,1711.51441911768,1460.07506548964,533.577117151269,411.743130538315,442.21577554976,765.688762273339,922.329985695564,819.71040133503,857.293924882564,924.448838487291,1006.80742509227,946.317821200169,809.005126244561,958.368006718226,1298.85848005485,1463.47586606548,1494.04113366804,1658.79831190703,1397.14262955452,1309.02277977786,1424.33287075652,1617.93963025823,1916.36633688128,1689.84627393878,1446.70446144725,2378.69291372551,2978.31413210287,3638.18789739615,4061.36574789982,4466.8806611717,3445.73569249852,2790.6197315103,3101.39333283858,2512.81966173179,2401.55519940061,2283.06358132549,2298.65380309902,2363.09970288498,2195.30912057783,2184.18933275255,2026.36156359204,2071.6442799009,2812.26261091004,2877.19864518312,2951.69155102538,2310.41627667904,2460.66845213328,1844.34622838935,2018.69960711201,1930.04875350809,2087.77825673556,2363.79383457321,2273.34707348795,2268.46338910048,2227.65149866103,1818.98188272686,1673.48200546671,1706.6617545623,1768.15280115457,1502.75716913781,1465.28617648895,1673.67387566187,1510.59594484898,1541.93435916504,1129.20589203021,N/D
